pattern	pattern_idx	sample_idx
sorted_ascending	4	320
sorted_ascending	4	321
has_majority	12	322
sorted_descending	3	323
sorted_descending	3	324
sorted_descending	3	325
has_majority	12	326
sorted_ascending	4	327
sorted_descending	3	328
sorted_descending	3	329
sorted_ascending	4	330
mountain_pattern	7	331
sorted_descending	3	332
has_majority	12	333
has_majority	12	334
has_majority	12	335
has_majority	12	336
sorted_descending	3	337
sorted_ascending	4	338
sorted_ascending	4	339
mountain_pattern	7	340
sorted_descending	3	341
sorted_ascending	4	342
mountain_pattern	7	343
has_majority	12	344
mountain_pattern	7	345
sorted_ascending	4	346
mountain_pattern	7	347
sorted_ascending	4	348
has_majority	12	349
has_majority	12	350
mountain_pattern	7	351
mountain_pattern	7	352
sorted_ascending	4	353
sorted_ascending	4	354
has_majority	12	355
sorted_ascending	4	356
mountain_pattern	7	357
has_majority	12	358
sorted_ascending	4	359
has_majority	12	360
sorted_descending	3	361
has_majority	12	362
has_majority	12	363
has_majority	12	364
mountain_pattern	7	365
has_majority	12	366
has_majority	12	367
sorted_descending	3	368
mountain_pattern	7	369
mountain_pattern	7	370
mountain_pattern	7	371
has_majority	12	372
mountain_pattern	7	373
sorted_ascending	4	374
sorted_descending	3	375
has_majority	12	376
mountain_pattern	7	377
mountain_pattern	7	378
sorted_ascending	4	379
has_majority	12	380
has_majority	12	381
sorted_ascending	4	382
mountain_pattern	7	383
has_majority	12	384
mountain_pattern	7	385
mountain_pattern	7	386
mountain_pattern	7	387
sorted_descending	3	388
sorted_ascending	4	389
sorted_ascending	4	390
sorted_descending	3	391
has_majority	12	392
has_majority	12	393
mountain_pattern	7	394
has_majority	12	395
sorted_ascending	4	396
has_majority	12	397
sorted_ascending	4	398
