pattern	pattern_idx	sample_idx
sorted_ascending	4	369
sorted_descending	3	370
mountain_pattern	7	371
has_majority	12	372
has_majority	12	373
sorted_ascending	4	374
sorted_ascending	4	375
has_majority	12	376
mountain_pattern	7	377
sorted_descending	3	378
sorted_ascending	4	379
sorted_ascending	4	380
has_majority	12	381
sorted_descending	3	382
sorted_ascending	4	383
sorted_descending	3	384
has_majority	12	385
has_majority	12	386
sorted_descending	3	387
sorted_ascending	4	388
sorted_ascending	4	389
has_majority	12	390
sorted_descending	3	391
mountain_pattern	7	392
sorted_ascending	4	393
mountain_pattern	7	394
has_majority	12	395
mountain_pattern	7	396
sorted_descending	3	397
mountain_pattern	7	398
