pattern	pattern_idx	sample_idx
mountain_pattern	7	340
sorted_descending	3	341
mountain_pattern	7	342
has_majority	12	343
sorted_ascending	4	344
mountain_pattern	7	345
sorted_descending	3	346
sorted_ascending	4	347
has_majority	12	348
has_majority	12	349
sorted_descending	3	350
sorted_ascending	4	351
sorted_ascending	4	352
sorted_ascending	4	353
sorted_ascending	4	354
mountain_pattern	7	355
mountain_pattern	7	356
has_majority	12	357
has_majority	12	358
has_majority	12	359
sorted_ascending	4	360
mountain_pattern	7	361
has_majority	12	362
sorted_ascending	4	363
has_majority	12	364
has_majority	12	365
sorted_ascending	4	366
mountain_pattern	7	367
mountain_pattern	7	368
sorted_ascending	4	369
has_majority	12	370
mountain_pattern	7	371
has_majority	12	372
mountain_pattern	7	373
sorted_descending	3	374
sorted_ascending	4	375
sorted_ascending	4	376
sorted_descending	3	377
sorted_ascending	4	378
mountain_pattern	7	379
sorted_descending	3	380
mountain_pattern	7	381
has_majority	12	382
sorted_descending	3	383
sorted_descending	3	384
has_majority	12	385
has_majority	12	386
mountain_pattern	7	387
sorted_ascending	4	388
mountain_pattern	7	389
has_majority	12	390
mountain_pattern	7	391
sorted_ascending	4	392
sorted_descending	3	393
sorted_descending	3	394
has_majority	12	395
mountain_pattern	7	396
has_majority	12	397
has_majority	12	398
