pattern	pattern_idx	sample_idx
sorted_descending	3	263
mountain_pattern	7	264
first_last_match	9	265
has_majority	12	266
first_last_match	9	267
mountain_pattern	7	268
no_repeats	11	269
alternating	2	270
sorted_descending	3	271
no_repeats	11	272
no_repeats	11	273
sorted_ascending	4	274
no_repeats	11	275
palindrome	1	276
sorted_ascending	4	277
alternating	2	278
sorted_descending	3	279
palindrome	1	280
first_last_match	9	281
has_majority	12	282
sorted_ascending	4	283
palindrome	1	284
first_last_match	9	285
sorted_descending	3	286
increasing_pairs	8	287
first_last_match	9	288
mountain_pattern	7	289
alternating	2	290
sorted_descending	3	291
sorted_descending	3	292
sorted_descending	3	293
sorted_ascending	4	294
has_majority	12	295
has_majority	12	296
no_repeats	11	297
sorted_descending	3	298
no_repeats	11	299
first_last_match	9	300
decreasing_pairs	6	301
alternating	2	302
palindrome	1	303
sorted_descending	3	304
alternating	2	305
mountain_pattern	7	306
sorted_ascending	4	307
has_majority	12	308
no_repeats	11	309
mountain_pattern	7	310
sorted_ascending	4	311
sorted_descending	3	312
first_last_match	9	313
has_majority	12	314
has_majority	12	315
mountain_pattern	7	316
has_majority	12	317
mountain_pattern	7	318
decreasing_pairs	6	319
first_last_match	9	320
no_repeats	11	321
first_last_match	9	322
palindrome	1	323
palindrome	1	324
sorted_ascending	4	325
alternating	2	326
palindrome	1	327
alternating	2	328
has_majority	12	329
decreasing_pairs	6	330
palindrome	1	331
palindrome	1	332
increasing_pairs	8	333
sorted_descending	3	334
no_repeats	11	335
first_last_match	9	336
sorted_ascending	4	337
no_repeats	11	338
first_last_match	9	339
mountain_pattern	7	340
alternating	2	341
first_last_match	9	342
sorted_descending	3	343
no_repeats	11	344
decreasing_pairs	6	345
mountain_pattern	7	346
no_repeats	11	347
no_repeats	11	348
no_repeats	11	349
sorted_descending	3	350
first_last_match	9	351
sorted_ascending	4	352
decreasing_pairs	6	353
has_majority	12	354
increasing_pairs	8	355
decreasing_pairs	6	356
palindrome	1	357
first_last_match	9	358
has_majority	12	359
sorted_descending	3	360
mountain_pattern	7	361
palindrome	1	362
first_last_match	9	363
no_repeats	11	364
mountain_pattern	7	365
has_majority	12	366
has_majority	12	367
palindrome	1	368
no_repeats	11	369
palindrome	1	370
alternating	2	371
no_repeats	11	372
alternating	2	373
mountain_pattern	7	374
first_last_match	9	375
has_majority	12	376
alternating	2	377
no_repeats	11	378
palindrome	1	379
decreasing_pairs	6	380
first_last_match	9	381
mountain_pattern	7	382
no_repeats	11	383
has_majority	12	384
mountain_pattern	7	385
sorted_descending	3	386
sorted_ascending	4	387
palindrome	1	388
palindrome	1	389
palindrome	1	390
alternating	2	391
palindrome	1	392
first_last_match	9	393
alternating	2	394
sorted_ascending	4	395
sorted_descending	3	396
alternating	2	397
no_repeats	11	398
sorted_ascending	4	399
increasing_pairs	8	400
has_majority	12	401
alternating	2	402
no_repeats	11	403
decreasing_pairs	6	404
alternating	2	405
alternating	2	406
sorted_ascending	4	407
sorted_ascending	4	408
alternating	2	409
alternating	2	410
first_last_match	9	411
alternating	2	412
alternating	2	413
increasing_pairs	8	414
no_repeats	11	415
mountain_pattern	7	416
no_repeats	11	417
palindrome	1	418
first_last_match	9	419
mountain_pattern	7	420
alternating	2	421
alternating	2	422
palindrome	1	423
alternating	2	424
mountain_pattern	7	425
alternating	2	426
alternating	2	427
first_last_match	9	428
no_repeats	11	429
no_repeats	11	430
alternating	2	431
decreasing_pairs	6	432
first_last_match	9	433
alternating	2	434
palindrome	1	435
palindrome	1	436
alternating	2	437
alternating	2	438
first_last_match	9	439
first_last_match	9	440
palindrome	1	441
decreasing_pairs	6	442
sorted_ascending	4	443
palindrome	1	444
first_last_match	9	445
sorted_ascending	4	446
palindrome	1	447
no_repeats	11	448
sorted_ascending	4	449
alternating	2	450
first_last_match	9	451
decreasing_pairs	6	452
no_repeats	11	453
has_majority	12	454
alternating	2	455
alternating	2	456
palindrome	1	457
first_last_match	9	458
sorted_ascending	4	459
sorted_descending	3	460
mountain_pattern	7	461
no_repeats	11	462
mountain_pattern	7	463
decreasing_pairs	6	464
alternating	2	465
decreasing_pairs	6	466
sorted_descending	3	467
sorted_descending	3	468
mountain_pattern	7	469
sorted_descending	3	470
palindrome	1	471
palindrome	1	472
alternating	2	473
increasing_pairs	8	474
first_last_match	9	475
has_majority	12	476
first_last_match	9	477
mountain_pattern	7	478
mountain_pattern	7	479
mountain_pattern	7	480
increasing_pairs	8	481
mountain_pattern	7	482
no_repeats	11	483
decreasing_pairs	6	484
no_repeats	11	485
sorted_descending	3	486
has_majority	12	487
no_repeats	11	488
alternating	2	489
palindrome	1	490
palindrome	1	491
increasing_pairs	8	492
has_majority	12	493
no_repeats	11	494
alternating	2	495
sorted_ascending	4	496
first_last_match	9	497
has_majority	12	498
palindrome	1	499
has_majority	12	500
sorted_descending	3	501
alternating	2	502
alternating	2	503
mountain_pattern	7	504
has_majority	12	505
mountain_pattern	7	506
decreasing_pairs	6	507
palindrome	1	508
first_last_match	9	509
sorted_ascending	4	510
no_repeats	11	511
alternating	2	512
increasing_pairs	8	513
has_majority	12	514
alternating	2	515
palindrome	1	516
palindrome	1	517
increasing_pairs	8	518
no_repeats	11	519
sorted_ascending	4	520
palindrome	1	521
no_repeats	11	522
first_last_match	9	523
increasing_pairs	8	524
decreasing_pairs	6	525
alternating	2	526
sorted_descending	3	527
sorted_ascending	4	528
first_last_match	9	529
first_last_match	9	530
has_majority	12	531
decreasing_pairs	6	532
first_last_match	9	533
palindrome	1	534
has_majority	12	535
no_repeats	11	536
mountain_pattern	7	537
sorted_descending	3	538
has_majority	12	539
palindrome	1	540
palindrome	1	541
sorted_descending	3	542
alternating	2	543
alternating	2	544
palindrome	1	545
palindrome	1	546
has_majority	12	547
has_majority	12	548
increasing_pairs	8	549
first_last_match	9	550
has_majority	12	551
palindrome	1	552
no_repeats	11	553
palindrome	1	554
sorted_descending	3	555
no_repeats	11	556
alternating	2	557
sorted_descending	3	558
palindrome	1	559
no_repeats	11	560
no_repeats	11	561
decreasing_pairs	6	562
increasing_pairs	8	563
palindrome	1	564
mountain_pattern	7	565
decreasing_pairs	6	566
no_repeats	11	567
no_repeats	11	568
sorted_ascending	4	569
alternating	2	570
has_majority	12	571
decreasing_pairs	6	572
alternating	2	573
palindrome	1	574
sorted_ascending	4	575
has_majority	12	576
no_repeats	11	577
sorted_ascending	4	578
palindrome	1	579
no_repeats	11	580
first_last_match	9	581
increasing_pairs	8	582
no_repeats	11	583
increasing_pairs	8	584
sorted_descending	3	585
has_majority	12	586
mountain_pattern	7	587
sorted_descending	3	588
has_majority	12	589
has_majority	12	590
sorted_ascending	4	591
first_last_match	9	592
increasing_pairs	8	593
no_repeats	11	594
sorted_ascending	4	595
has_majority	12	596
increasing_pairs	8	597
alternating	2	598
increasing_pairs	8	599
has_majority	12	600
has_majority	12	601
has_majority	12	602
increasing_pairs	8	603
palindrome	1	604
has_majority	12	605
palindrome	1	606
mountain_pattern	7	607
mountain_pattern	7	608
has_majority	12	609
mountain_pattern	7	610
no_repeats	11	611
no_repeats	11	612
sorted_ascending	4	613
increasing_pairs	8	614
alternating	2	615
alternating	2	616
palindrome	1	617
no_repeats	11	618
increasing_pairs	8	619
sorted_ascending	4	620
alternating	2	621
increasing_pairs	8	622
alternating	2	623
alternating	2	624
has_majority	12	625
increasing_pairs	8	626
sorted_descending	3	627
sorted_descending	3	628
no_repeats	11	629
alternating	2	630
increasing_pairs	8	631
increasing_pairs	8	632
increasing_pairs	8	633
alternating	2	634
mountain_pattern	7	635
first_last_match	9	636
no_repeats	11	637
has_majority	12	638
alternating	2	639
increasing_pairs	8	640
alternating	2	641
sorted_ascending	4	642
sorted_ascending	4	643
palindrome	1	644
has_majority	12	645
has_majority	12	646
alternating	2	647
increasing_pairs	8	648
sorted_descending	3	649
decreasing_pairs	6	650
mountain_pattern	7	651
no_repeats	11	652
decreasing_pairs	6	653
alternating	2	654
sorted_descending	3	655
no_repeats	11	656
has_majority	12	657
has_majority	12	658
no_repeats	11	659
no_repeats	11	660
palindrome	1	661
palindrome	1	662
alternating	2	663
palindrome	1	664
first_last_match	9	665
has_majority	12	666
has_majority	12	667
sorted_ascending	4	668
alternating	2	669
alternating	2	670
first_last_match	9	671
no_repeats	11	672
first_last_match	9	673
has_majority	12	674
sorted_descending	3	675
palindrome	1	676
sorted_descending	3	677
has_majority	12	678
sorted_ascending	4	679
palindrome	1	680
palindrome	1	681
first_last_match	9	682
alternating	2	683
sorted_descending	3	684
palindrome	1	685
sorted_descending	3	686
alternating	2	687
has_majority	12	688
has_majority	12	689
first_last_match	9	690
first_last_match	9	691
sorted_ascending	4	692
alternating	2	693
mountain_pattern	7	694
increasing_pairs	8	695
increasing_pairs	8	696
mountain_pattern	7	697
alternating	2	698
has_majority	12	699
no_repeats	11	700
palindrome	1	701
alternating	2	702
has_majority	12	703
no_repeats	11	704
sorted_ascending	4	705
no_repeats	11	706
decreasing_pairs	6	707
mountain_pattern	7	708
palindrome	1	709
mountain_pattern	7	710
has_majority	12	711
sorted_ascending	4	712
no_repeats	11	713
has_majority	12	714
increasing_pairs	8	715
no_repeats	11	716
no_repeats	11	717
palindrome	1	718
sorted_ascending	4	719
sorted_ascending	4	720
mountain_pattern	7	721
no_repeats	11	722
alternating	2	723
has_majority	12	724
first_last_match	9	725
has_majority	12	726
no_repeats	11	727
alternating	2	728
sorted_ascending	4	729
mountain_pattern	7	730
first_last_match	9	731
palindrome	1	732
has_majority	12	733
has_majority	12	734
first_last_match	9	735
alternating	2	736
palindrome	1	737
no_repeats	11	738
alternating	2	739
no_repeats	11	740
sorted_ascending	4	741
no_repeats	11	742
mountain_pattern	7	743
decreasing_pairs	6	744
no_repeats	11	745
no_repeats	11	746
sorted_descending	3	747
has_majority	12	748
first_last_match	9	749
no_repeats	11	750
has_majority	12	751
first_last_match	9	752
no_repeats	11	753
first_last_match	9	754
has_majority	12	755
alternating	2	756
alternating	2	757
has_majority	12	758
increasing_pairs	8	759
sorted_ascending	4	760
first_last_match	9	761
first_last_match	9	762
sorted_ascending	4	763
palindrome	1	764
alternating	2	765
no_repeats	11	766
has_majority	12	767
alternating	2	768
sorted_descending	3	769
decreasing_pairs	6	770
no_repeats	11	771
palindrome	1	772
no_repeats	11	773
sorted_ascending	4	774
no_repeats	11	775
sorted_ascending	4	776
alternating	2	777
mountain_pattern	7	778
sorted_ascending	4	779
has_majority	12	780
increasing_pairs	8	781
sorted_ascending	4	782
first_last_match	9	783
alternating	2	784
mountain_pattern	7	785
first_last_match	9	786
alternating	2	787
alternating	2	788
palindrome	1	789
alternating	2	790
sorted_ascending	4	791
decreasing_pairs	6	792
alternating	2	793
alternating	2	794
has_majority	12	795
no_repeats	11	796
increasing_pairs	8	797
has_majority	12	798
sorted_descending	3	799
sorted_descending	3	800
sorted_descending	3	801
sorted_ascending	4	802
increasing_pairs	8	803
sorted_ascending	4	804
has_majority	12	805
alternating	2	806
mountain_pattern	7	807
palindrome	1	808
no_repeats	11	809
palindrome	1	810
mountain_pattern	7	811
first_last_match	9	812
palindrome	1	813
sorted_ascending	4	814
palindrome	1	815
sorted_ascending	4	816
alternating	2	817
has_majority	12	818
increasing_pairs	8	819
no_repeats	11	820
sorted_ascending	4	821
alternating	2	822
sorted_ascending	4	823
no_repeats	11	824
no_repeats	11	825
mountain_pattern	7	826
palindrome	1	827
no_repeats	11	828
mountain_pattern	7	829
no_repeats	11	830
sorted_descending	3	831
palindrome	1	832
first_last_match	9	833
has_majority	12	834
alternating	2	835
no_repeats	11	836
increasing_pairs	8	837
no_repeats	11	838
palindrome	1	839
alternating	2	840
sorted_descending	3	841
palindrome	1	842
palindrome	1	843
decreasing_pairs	6	844
alternating	2	845
sorted_descending	3	846
has_majority	12	847
increasing_pairs	8	848
first_last_match	9	849
has_majority	12	850
palindrome	1	851
alternating	2	852
sorted_descending	3	853
palindrome	1	854
sorted_ascending	4	855
no_repeats	11	856
palindrome	1	857
mountain_pattern	7	858
no_repeats	11	859
decreasing_pairs	6	860
palindrome	1	861
first_last_match	9	862
first_last_match	9	863
first_last_match	9	864
no_repeats	11	865
no_repeats	11	866
sorted_ascending	4	867
decreasing_pairs	6	868
alternating	2	869
has_majority	12	870
increasing_pairs	8	871
has_majority	12	872
has_majority	12	873
no_repeats	11	874
has_majority	12	875
mountain_pattern	7	876
decreasing_pairs	6	877
alternating	2	878
has_majority	12	879
alternating	2	880
decreasing_pairs	6	881
increasing_pairs	8	882
decreasing_pairs	6	883
sorted_ascending	4	884
decreasing_pairs	6	885
has_majority	12	886
has_majority	12	887
sorted_descending	3	888
has_majority	12	889
mountain_pattern	7	890
first_last_match	9	891
palindrome	1	892
first_last_match	9	893
first_last_match	9	894
sorted_descending	3	895
sorted_descending	3	896
has_majority	12	897
sorted_ascending	4	898
first_last_match	9	899
palindrome	1	900
mountain_pattern	7	901
increasing_pairs	8	902
increasing_pairs	8	903
has_majority	12	904
sorted_descending	3	905
alternating	2	906
palindrome	1	907
has_majority	12	908
palindrome	1	909
mountain_pattern	7	910
mountain_pattern	7	911
no_repeats	11	912
increasing_pairs	8	913
mountain_pattern	7	914
no_repeats	11	915
first_last_match	9	916
palindrome	1	917
no_repeats	11	918
sorted_ascending	4	919
sorted_ascending	4	920
has_majority	12	921
alternating	2	922
alternating	2	923
alternating	2	924
mountain_pattern	7	925
has_majority	12	926
sorted_descending	3	927
palindrome	1	928
palindrome	1	929
decreasing_pairs	6	930
palindrome	1	931
mountain_pattern	7	932
sorted_ascending	4	933
palindrome	1	934
alternating	2	935
sorted_descending	3	936
palindrome	1	937
no_repeats	11	938
has_majority	12	939
alternating	2	940
has_majority	12	941
has_majority	12	942
sorted_descending	3	943
first_last_match	9	944
has_majority	12	945
has_majority	12	946
palindrome	1	947
no_repeats	11	948
no_repeats	11	949
first_last_match	9	950
alternating	2	951
sorted_ascending	4	952
sorted_descending	3	953
sorted_descending	3	954
first_last_match	9	955
alternating	2	956
sorted_descending	3	957
alternating	2	958
has_majority	12	959
increasing_pairs	8	960
sorted_descending	3	961
has_majority	12	962
alternating	2	963
alternating	2	964
no_repeats	11	965
alternating	2	966
sorted_ascending	4	967
sorted_ascending	4	968
increasing_pairs	8	969
alternating	2	970
sorted_ascending	4	971
first_last_match	9	972
alternating	2	973
has_majority	12	974
has_majority	12	975
palindrome	1	976
first_last_match	9	977
palindrome	1	978
no_repeats	11	979
first_last_match	9	980
alternating	2	981
alternating	2	982
no_repeats	11	983
mountain_pattern	7	984
first_last_match	9	985
sorted_ascending	4	986
no_repeats	11	987
first_last_match	9	988
mountain_pattern	7	989
has_majority	12	990
mountain_pattern	7	991
palindrome	1	992
first_last_match	9	993
sorted_descending	3	994
sorted_ascending	4	995
palindrome	1	996
first_last_match	9	997
sorted_descending	3	998
palindrome	1	999
has_majority	12	1000
decreasing_pairs	6	1001
no_repeats	11	1002
sorted_ascending	4	1003
has_majority	12	1004
decreasing_pairs	6	1005
alternating	2	1006
sorted_ascending	4	1007
sorted_descending	3	1008
has_majority	12	1009
palindrome	1	1010
has_majority	12	1011
palindrome	1	1012
no_repeats	11	1013
sorted_ascending	4	1014
first_last_match	9	1015
alternating	2	1016
sorted_ascending	4	1017
first_last_match	9	1018
decreasing_pairs	6	1019
no_repeats	11	1020
sorted_ascending	4	1021
decreasing_pairs	6	1022
alternating	2	1023
palindrome	1	1024
alternating	2	1025
mountain_pattern	7	1026
no_repeats	11	1027
alternating	2	1028
no_repeats	11	1029
palindrome	1	1030
palindrome	1	1031
first_last_match	9	1032
sorted_ascending	4	1033
palindrome	1	1034
sorted_ascending	4	1035
palindrome	1	1036
has_majority	12	1037
mountain_pattern	7	1038
no_repeats	11	1039
increasing_pairs	8	1040
no_repeats	11	1041
has_majority	12	1042
decreasing_pairs	6	1043
decreasing_pairs	6	1044
palindrome	1	1045
first_last_match	9	1046
decreasing_pairs	6	1047
alternating	2	1048
has_majority	12	1049
