pattern	pattern_idx	sample_idx
has_majority	12	336
mountain_pattern	7	337
sorted_descending	3	338
has_majority	12	339
mountain_pattern	7	340
mountain_pattern	7	341
mountain_pattern	7	342
sorted_descending	3	343
has_majority	12	344
sorted_descending	3	345
sorted_ascending	4	346
mountain_pattern	7	347
has_majority	12	348
has_majority	12	349
has_majority	12	350
mountain_pattern	7	351
mountain_pattern	7	352
sorted_descending	3	353
has_majority	12	354
mountain_pattern	7	355
sorted_ascending	4	356
has_majority	12	357
sorted_descending	3	358
mountain_pattern	7	359
has_majority	12	360
sorted_ascending	4	361
sorted_ascending	4	362
has_majority	12	363
has_majority	12	364
has_majority	12	365
has_majority	12	366
sorted_ascending	4	367
sorted_descending	3	368
sorted_ascending	4	369
sorted_descending	3	370
has_majority	12	371
has_majority	12	372
sorted_descending	3	373
sorted_ascending	4	374
sorted_ascending	4	375
has_majority	12	376
has_majority	12	377
has_majority	12	378
mountain_pattern	7	379
has_majority	12	380
sorted_ascending	4	381
has_majority	12	382
has_majority	12	383
has_majority	12	384
sorted_descending	3	385
sorted_ascending	4	386
sorted_descending	3	387
mountain_pattern	7	388
has_majority	12	389
sorted_ascending	4	390
sorted_descending	3	391
has_majority	12	392
sorted_ascending	4	393
sorted_descending	3	394
has_majority	12	395
mountain_pattern	7	396
mountain_pattern	7	397
has_majority	12	398
